"","participant_id","Date.submitted","Last.page","Start.language","Seed","Date.started","Date.last.action","Please.select.your.choice.below..Clicking.on.the..Yes..button.below.indicates.that..U.00A0...You.have.read.the.above.information..You.voluntarily.agree.to.participate.","participants_gender","participants_gender_other","participants_age_range","participants_living_region","participants_living_region_other","olympics_frequency","international_frequency","continental_frequency","national_frequency","regional_frequency","other_race_name_1","other_race_frequency_1","other_race_name_2","other_race_frequency_2","other_race_name_3","other_race_frequency_3","other_race_name_4","other_race_frequency_4","other_race_name_5","other_race_frequency_5","have_seen_moving_info","nationality_interest","name_interest","age_interest","gender_interest","height_interest","weight_interest","elapsed_time_interest","lap_time_difference_to_other_swimmers_interest","average_lap_time_interest","current_lap_time_interest","lap_time_difference_to_a_record_interest","speed_difference_to_other_swimmers_interest","speed_differences_to_a_record_interest","current_speed","average_speed","history_of_speed","speed_related_events","distance_swam","remaining_distance","distance_difference_to_leader","trace_of_movement","side_by_side_distance","world_record","competition_record","national_record","personal_record","distance_per_stroke","reaction_time","diving_distance","stroke_count","next_passing","record_break","winner","estimation_completion_time","social_media_followers","social_media_by_swimmer","sponsor","other_data_name_1","other_data_interest_1","other_data_name_2","other_data_interest_2","other_data_name_3","other_data_interest_3","other_data_name_4","other_data_interest_4","other_data_name_5","other_data_interest_5","other_data_name_6","other_data_interest_6","other_data_name_7","other_data_interest_7","other_data_name_8","other_data_interest_8","other_data_name_9","other_data_interest_9","other_data_name_10","other_data_interest_10","other_data_name_11","other_data_interest_11","other_data_name_12","other_data_interest_12","other_data_name_13","other_data_interest_13","other_data_name_14","other_data_interest_14","other_data_name_15","other_data_interest_15","other_data_name_16","other_data_interest_16","other_data_name_17","other_data_interest_17","other_data_name_18","other_data_interest_18","other_data_name_19","other_data_interest_19","other_data_name_20","other_data_interest_20","general_comment","Total.time","Group.time..Consent.Form","Question.time..ConsentFormAgree","Group.time..Demographic.Questions","Question.time..GenderIdentification","Question.time..AgeRange","Question.time..AreaLiving","Group.time..Familiarity.with.Swimming","Question.time..WatchingFrequency","Question.time..EventExtension","Group.time..Background.Introduction","Question.time..BackgroundQuestion","Group.time..Main.Task","Question.time..SwimmerMetadata","Question.time..TimeDetail","Question.time..SpeedDetail","Question.time..DistanceDetail","Question.time..RecordDetail","Question.time..TechniqueDetail","Question.time..PredictionDetail","Question.time..ExternalDetail","Group.time..Supplementary.Interesting.Data..Optional.","Question.time..Other","Group.time..General.Comment..Optional.","Question.time..GeneralComment"
"66",162,"2022-06-20 17:17:33",7,"en",443717891,"2022-06-20 17:12:35","2022-06-20 17:17:33","Yes","Man",NA,"35-44","North America",NA,"Almost all races","Almost all races","Almost all races","Almost all races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Not interested at all","Not interested at all","Slightly interested","Not interested at all","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",302.19,21.3,NA,10.86,NA,NA,NA,36.56,NA,NA,27.74,NA,193.37,NA,NA,NA,NA,NA,NA,NA,NA,9.52,NA,2.84,NA
"67",164,"2022-06-20 17:43:53",7,"en",2097083288,"2022-06-20 17:34:12","2022-06-20 17:43:53","Yes","Woman",NA,"35-44","Europe",NA,"All races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Very interested","Very interested","Slightly interested","Very interested","Slightly interested","Slightly interested","Very interested","Very interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Moderately interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",584.88,40.57,NA,15.62,NA,NA,NA,94.84,NA,NA,64.23,NA,349.57,NA,NA,NA,NA,NA,NA,NA,NA,10.55,NA,9.5,NA
"68",165,"2022-06-20 17:52:09",7,"en",441667928,"2022-06-20 17:45:26","2022-06-20 17:52:09","Yes","Man",NA,"35-44","Europe",NA,"All races","All races","Almost all races","All races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Extremely interested","Moderately interested","Not interested at all","Very interested","Very interested","Not interested at all","Moderately interested","Slightly interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Slightly interested","Very interested","Not interested at all","Not interested at all","Very interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Moderately interested","Very interested","Not interested at all","Slightly interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","Very interested","diving distance (after starts and turns)","Very interested","velocity underwater","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",405.12,8.32,NA,8.35,NA,NA,NA,27.11,NA,NA,24.29,NA,221.17,NA,NA,NA,NA,NA,NA,NA,NA,99.83,NA,16.05,NA
"69",166,"2022-06-20 17:51:21",7,"en",1322210471,"2022-06-20 17:46:59","2022-06-20 17:51:21","Yes","Man",NA,"45-54","Europe",NA,"All races","Almost all races","Almost all races","Almost all races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Very interested","Moderately interested","Not interested at all","Moderately interested","Slightly interested","Extremely interested","Very interested","Moderately interested","Very interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Slightly interested","Not interested at all","Very interested","Slightly interested","Moderately interested","Extremely interested","Moderately interested","Not interested at all","Extremely interested","Moderately interested","Extremely interested","Very interested","Extremely interested","Very interested","Very interested","Very interested","Extremely interested","Very interested","Very interested","Very interested","Slightly interested","Moderately interested","Not interested at all","Takeover reaction time for relays","Extremely interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",264.53,22,NA,8.37,NA,NA,NA,27.38,NA,NA,26.84,NA,124.08,NA,NA,NA,NA,NA,NA,NA,NA,53.04,NA,2.82,NA
"70",169,"2022-06-20 18:41:42",7,"en",549178267,"2022-06-20 18:36:41","2022-06-20 18:41:42","Yes","Man",NA,"35-44","Europe",NA,"All races","All races","Almost all races","Some races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Extremely interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Extremely interested","Extremely interested","Moderately interested","Very interested","Extremely interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Very interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Very interested","Not interested at all","Not interested at all","Slightly interested","Moderately interested","Very interested","Very interested","Slightly interested","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",303.39,20.1,NA,11.04,NA,NA,NA,41.02,NA,NA,30.69,NA,189.64,NA,NA,NA,NA,NA,NA,NA,NA,8.06,NA,2.84,NA
"71",171,"2022-06-20 22:32:11",7,"en",927455655,"2022-06-20 22:22:29","2022-06-20 22:32:11","Yes","Woman",NA,"18-24","Europe",NA,"All races","All races","All races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Very interested","Very interested","Extremely interested","Very interested","Slightly interested","Moderately interested","Very interested","Very interested","Extremely interested","Very interested","Extremely interested","Very interested","Extremely interested","Moderately interested","Moderately interested","Very interested","Very interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Extremely interested","Extremely interested","Moderately interested","Very interested","Moderately interested","Very interested","Slightly interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Slightly interested","Not interested at all","Time they took for the turn at the wall when they arrive to when their feet leave the wall","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","I was really just thinking about the fact that I really like that we can see the speed (meters per second) of the swimmer (not all the time but sometimes) and that it was really interesting. Especially in long-distance races. ",584.17,39.34,NA,11.78,NA,NA,NA,30.25,NA,NA,45.35,NA,251.32,NA,NA,NA,NA,NA,NA,NA,NA,102.11,NA,104.02,NA
"72",174,"2022-06-21 08:25:26",7,"en",31732654,"2022-06-21 08:20:37","2022-06-21 08:25:26","Yes","Man",NA,"25-34","Europe",NA,"All races","Some races","Almost all races","Almost all races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Moderately interested","Very interested","Slightly interested","Slightly interested","Very interested","Slightly interested","Moderately interested","Moderately interested","Very interested","Very interested","Not interested at all","Extremely interested","Not interested at all","Extremely interested","Extremely interested","Slightly interested","Slightly interested","Extremely interested","Moderately interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",291.61,14.33,NA,11.33,NA,NA,NA,43.1,NA,NA,40.42,NA,162.61,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,3.15,NA
"73",177,"2022-06-21 14:42:49",7,"en",1652114154,"2022-06-21 14:04:51","2022-06-21 14:42:49","Yes","Man",NA,"65-74","North America",NA,"All races","All races","Some races","Some races","No races / I don't follow this event.","TYR Pro Series","Almost all races","NCAA Swimming and Diving Championships ( Men¡¯s & Women¡¯s","All races","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Not interested at all","Extremely interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Very interested","Not interested at all","Not interested at all","Moderately interested","In many auto racing events, while you are watching on TV, there is a companion web site that shows lap times.  Would be great if some of the parameters like stroke frequency, distance per stroke would be posted as the race progresses.","Extremely interested","The race data collected by your technology is posted on a web site for fans to view after the event is over.  The sport of swimming really does not have the ¡°stats¡± element that other sports have had for decades.","Extremely interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","I was an elite level coach and a highly published author at the same time and this study is very exciting.  Having a mechanism that will display many of the really subtle yet interesting facts during and after a race.  The type of data your study will present has been confined to a select few and really has the potential to increase the fan appeal for swimming.  With the way the new streaming services work it is really hard sometimes to even get to watch some of the big international events.  Right now the World Swimming Championships are going on and it was not easy to watch the event live, or even see post race video posted because of copyright issues.  How can we grow viewership if it is hard to find.  Your technology could really unlock a view of swimming even if we can¡¯t see the race, we can see what happened.  All viewers usually ever get is some arbitrary analysis from a former swimmer broadcasters that really give dated information. Your study will add a level of sophistication to our sport similar to what ¡°Moneyball¡± did for baseball. If you know what that is?  

 I wish you great success with your study!  If you would like any further feedback from someone that was really inside the sport, please feel free to contact me. 

Budd Termin
termin@teamtermin.com",2279.55,23.48,NA,25.47,NA,NA,NA,159.85,NA,NA,43.25,NA,284.25,NA,NA,NA,NA,NA,NA,NA,NA,697.7,NA,1045.55,NA
"74",178,"2022-06-21 14:33:04",7,"en",997156057,"2022-06-21 14:11:46","2022-06-21 14:33:04","Yes","Man",NA,"55-64","Europe",NA,"Almost all races","Almost all races","Some races","Some races","Some races","Junior races (kids participating)","All races","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Very interested","Very interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Very interested","Slightly interested","Slightly interested","Very interested","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Very interested","Very interested","Not interested at all","Slightly interested","Not interested at all","Slightly interested","Moderately interested","Moderately interested","Slightly interested","heartbeat","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",1281.41,52.37,NA,24.27,NA,NA,NA,90.9,NA,NA,55.14,NA,302.55,NA,NA,NA,NA,NA,NA,NA,NA,733.35,NA,22.83,NA
"75",179,"2022-06-21 15:30:15",7,"en",143908367,"2022-06-21 15:26:21","2022-06-21 15:30:15","Yes","Man",NA,"55-64","North America",NA,"All races","All races","All races","All races","All races","Olympic Games  2020 ","All races","WORLD CHAMPIONSHIPS 2022 ","All races","WORLD CHAMPIONSHIPS 2019 ","All races","WORLD CHAMPIONSHIPS 2017 ","All races","Olympic Games 2016 ","All races","Yes","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",237.49,13.75,NA,14.13,NA,NA,NA,74.37,NA,NA,23.31,NA,101.54,NA,NA,NA,NA,NA,NA,NA,NA,6.89,NA,3.5,NA
"76",181,"2022-06-22 08:49:48",7,"en",1541872818,"2022-06-22 08:38:46","2022-06-22 08:49:48","Yes","Woman",NA,"25-34","Europe",NA,"Almost all races","Some races","Almost all races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Very interested","Slightly interested","Moderately interested","Not interested at all","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Moderately interested","Slightly interested","Very interested","Very interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Moderately interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","I do not think that the weight should be shown. Swimming is already a sport where you see the entire body and it is known that many swimmers have had experiences with bullying because of there body and bulimia. Therefore I do not recommend this question at all. Cheers from a concerned coach.",666.34,35.11,NA,8.33,NA,NA,NA,53.07,NA,NA,24.79,NA,215.51,NA,NA,NA,NA,NA,NA,NA,NA,14.85,NA,314.68,NA
"77",185,"2022-06-23 08:14:28",7,"en",1877996843,"2022-06-23 08:09:23","2022-06-23 08:14:28","Yes","Man",NA,"35-44","Europe",NA,"Almost all races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Extremely interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Very interested","Not interested at all","Slightly interested","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",307.46,16.42,NA,14.46,NA,NA,NA,41.32,NA,NA,27.76,NA,187.26,NA,NA,NA,NA,NA,NA,NA,NA,16.18,NA,4.06,NA
"78",186,"2022-06-23 09:43:30",7,"en",2123163254,"2022-06-23 09:30:32","2022-06-23 09:43:30","Yes","Man",NA,"35-44","Europe",NA,"Almost all races","Almost all races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Moderately interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Slightly interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Slightly interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Moderately interested","Moderately interested","Slightly interested","Moderately interested","Slightly interested","Not interested at all","comparison with previous races of the same swimmer","Very interested","current year ranking (7th fastest swimmer this year)","Very interested","all time ranking (7th fastest swimmer of all times)","Very interested","power deployed by the swimmer (Watts) - for long races","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","No",780.78,51.27,NA,11.37,NA,NA,NA,53.15,NA,NA,43.16,NA,304.18,NA,NA,NA,NA,NA,NA,NA,NA,304.8,NA,12.85,NA
"79",187,"2022-06-23 23:24:37",7,"en",434910102,"2022-06-23 23:12:38","2022-06-23 23:24:37","Yes","Man",NA,"35-44","Europe",NA,"All races","All races","All races","Almost all races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Very interested","I do not know. / I did not understand the question.","Moderately interested","Moderately interested","Very interested","Moderately interested","Not interested at all","Very interested","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Not interested at all","Moderately interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Moderately interested","Very interested","Very interested","Not interested at all","Very interested","Slightly interested","Not interested at all","Moderately interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Moderately interested","Slightly interested","Underwater or emersion distances during start and turns","Extremely interested","number of underwater kicking cycles during start and turns","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","Congratulations for the research. I am a researcher from Madrid (Spain) and i am interested in the topic. I think i have some ideas that could be useful for your research. Here is my contact: santiago.veiga@upm.es",720.75,24.02,NA,14.98,NA,NA,NA,43.11,NA,NA,31.67,NA,388.63,NA,NA,NA,NA,NA,NA,NA,NA,117.6,NA,100.74,NA
"80",190,"2022-06-28 14:58:03",7,"en",1734597852,"2022-06-28 14:51:25","2022-06-28 14:58:03","Yes","Man",NA,"45-54","Europe",NA,"No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Moderately interested","Not interested at all","Not interested at all","Moderately interested","Very interested","Moderately interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Not interested at all","Very interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Very interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Not interested at all","Moderately interested","Moderately interested","Not interested at all","Moderately interested","Very interested","Very interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",401,29.77,NA,15.31,NA,NA,NA,45.65,NA,NA,12.08,NA,278.38,NA,NA,NA,NA,NA,NA,NA,NA,16.43,NA,3.38,NA
